comment,cleaned_comment,case_folding,normalization,label,text_en
Ip 17 pro oren varian rasa pepaya,Ip 17 pro oren varian rasa pepaya,ip 17 pro oren varian rasa pepaya,iphone 17 pro oren varian rasa pepaya,1,iphone 17 pro oren varian rasa pepaya
Meleng sedikit udah keluar ip 17 ????,Meleng sedikit udah keluar ip 17 ,meleng sedikit udah keluar ip 17 ,meleng sedikit sudah keluar iphone 17,1,I'm a little confused that the iPhone 17 has come out
Enak yah kalau udah terkenal begini diendorse banyak merek terkenal??,Enak yah kalau udah terkenal begini diendorse banyak merek terkenal,enak yah kalau udah terkenal begini diendorse banyak merek terkenal,enak ya kalau sudah terkenal begini diendorse banyak merek terkenal,1,It would be nice if you were already famous like this and endorsed by many well-known brands
Oren KTM??,Oren KTM,oren ktm,oren ktm,0,KTM orange
Oren sopee,Oren sopee,oren sopee,oren sopee,0,oren sopee
"<a href=""https://www.youtube.com/watch?v=O2xb1lVqUv4&amp;t=1070"">17:50</a> owhh terjawab sudah kenapa gua sebut aja Xiaomi arah kiblatnya ya Apple",a href owhh terjawab sudah kenapa gua sebut aja Xiaomi arah kiblatnya ya Apple,a href owhh terjawab sudah kenapa gua sebut aja xiaomi arah kiblatnya ya apple,a href owhh terjawab sudah kenapa gua sebut saja xiaomi arah kiblatnya ya apple,1,"a href owhh it's already been answered, why did I just mention xiaomi, the Qibla direction is apple"
Akhirnya iPhone 17 rilis saatnya gas beli iPhone 13,Akhirnya iPhone 17 rilis saatnya gas beli iPhone 13,akhirnya iphone 17 rilis saatnya gas beli iphone 13,akhirnya iphone 17 rilis saatnya gas beli iphone 13,0,akhirnya iphone 17 rilis saatnya gas beli iphone 13
Bang maksud ijo miskin itu gman ? Soal nya ada beberapa tempat ibadah warna nya ijo.,Bang maksud ijo miskin itu gman  Soal nya ada beberapa tempat ibadah warna nya ijo,bang maksud ijo miskin itu gman  soal nya ada beberapa tempat ibadah warna nya ijo,abang maksud ijo miskin itu gman soal ya ada beberapa tempat ibadah warna ya ijo,0,"Bro, what do you mean by poor green? Yes, there are several places of worship that are green"
Thanks for review. I stick with my Iphone 16 Pro :),Thanks for review I stick with my Iphone 16 Pro ,thanks for review i stick with my iphone 16 pro ,thanks for review i stick with my iphone 16 pro,0,thanks for review i stick with my iphone 16 pro
30jt dapat motor/mobil tahun tua ??,30jt dapat motormobil tahun tua ,30jt dapat motormobil tahun tua ,30jt dapat motormobil tahun tua,0,30jt dapat motormobil tahun tua
Poco X6 Pro 5G facelift??,Poco X6 Pro 5G facelift,poco x6 pro 5g facelift,poco x6 pro 5g facelift,0,poco x6 pro 5g facelift
Aku gercepppp wke 7 mnt,Aku gercepppp wke 7 mnt,aku gercepppp wke 7 mnt,aku gercepppp wke 7 minta,1,I speed up Win 7 request
wow keren,wow keren,wow keren,wow keren,2,wow keren
16pro the best,16pro the best,16pro the best,16pro the best,1,16pro the best
17 pro apaan dah bentuknya gtu??,17 pro apaan dah bentuknya gtu,17 pro apaan dah bentuknya gtu,17 pro apaan sudah bentuknya begitu,0,What are the 17 pros that look like?
Huawei kapan damai sama google minn?? Pengen beli huaweii kamera leica nya ga main main di banding Iphone ??,Huawei kapan damai sama google minn Pengen beli huaweii kamera leica nya ga main main di banding Iphone ,huawei kapan damai sama google minn pengen beli huaweii kamera leica nya ga main main di banding iphone ,huawei kapan damai sama google minn pengin beli huaweii kamera leica ya tidak main main di banding iphone,0,"When will Huawei be at peace with Google, Minn wants to buy a Huawei, Leica camera, it's no joke compared to an iPhone"
Semua akan ter Poco Poco,Semua akan ter Poco Poco,semua akan ter poco poco,semua akan ter poco poco,0,everything will be poco poco
mantap,mantap,mantap,mantap,2,solid
Mantap,Mantap,mantap,mantap,2,solid
mantap,mantap,mantap,mantap,2,solid
Wow bagus banget,Wow bagus banget,wow bagus banget,wow bagus banget,2,wow that's really good
"Indonesia di banjiri hp² China dll, kelak Indonesia akan banyak sampah elekronik (baik TV/HP/AC dst)",Indonesia di banjiri hp China dll kelak Indonesia akan banyak sampah elekronik baik TVHPAC dst,indonesia di banjiri hp china dll kelak indonesia akan banyak sampah elekronik baik tvhpac dst,indonesia di banjiri hp china dll kelak indonesia akan banyak sampah elekronik baik tvhpac dst,1,"Indonesia is being flooded with Chinese cellphones, etc. In the future, Indonesia will have a lot of electronic waste, both TVHPAC, etc."
Btw pakai jam gt 4 yaa,Btw pakai jam gt 4 yaa,btw pakai jam gt 4 yaa,btw pakai jam begitu 4 ya,1,"BTW, I use 4 o'clock like that"
Oren mirip realmi dragonball edition,Oren mirip realmi dragonball edition,oren mirip realmi dragonball edition,oren mirip realmi dragonball edition,0,oren mirip realmi dragonball edition
"Dibawah alam sadar, jam tangan sama power bank di gantungan belakang. Warnanya sama. Ada lagi tambahin aja",Dibawah alam sadar jam tangan sama power bank di gantungan belakang Warnanya sama Ada lagi tambahin aja,dibawah alam sadar jam tangan sama power bank di gantungan belakang warnanya sama ada lagi tambahin aja,dibawah alam sadar jam tangan sama power bank di gantungan belakang warnanya sama ada lagi tambahkan saja,1,"Subconsciously, the watch and power bank on the back chain are the same color, just add more"
bagusan huaweii,bagusan huaweii,bagusan huaweii,bagusan huaweii,0,good huawei
Mantap vidio ini 2160p 60fps,Mantap vidio ini 2160p 60fps,mantap vidio ini 2160p 60fps,mantap vidio ini 2160p 60fps,2,"Great, this video is 2160p 60fps"
"Aku tim suka orange.. apa aja yg orange mau aku beli,  bismillah kebeli orange yg ini",Aku tim suka orange apa aja yg orange mau aku beli  bismillah kebeli orange yg ini,aku tim suka orange apa aja yg orange mau aku beli  bismillah kebeli orange yg ini,aku tim suka orange apa saja yang orange mau aku beli bismillah kebeli orange yang ini,2,"I like orange, whatever orange I want to buy, bismillah, I'll buy this orange"
iphone selalu dinanti,iphone selalu dinanti,iphone selalu dinanti,iphone selalu dinanti,2,iPhone is always awaited
Warna lempengan kaca di belakang nya kaya stiker buat kasih nama dan kelas anak sekolah yg lagi ulangan umum,Warna lempengan kaca di belakang nya kaya stiker buat kasih nama dan kelas anak sekolah yg lagi ulangan umum,warna lempengan kaca di belakang nya kaya stiker buat kasih nama dan kelas anak sekolah yg lagi ulangan umum,warna lempengan kaca di belakang ya kayak stiker buat kasih nama dan kelas anak sekolah yang lagi ulangan umum,1,The color of the glass plate on the back is like a sticker to give the name and class of school children who are having a general exam
Mirip Nokia n8.,Mirip Nokia n8,mirip nokia n8,mirip nokia n8,0,similar to Nokia N8
Bayar pajak segitu banyak ga tau buat apa????,Bayar pajak segitu banyak ga tau buat apa,bayar pajak segitu banyak ga tau buat apa,bayar pajak segitu banyak tidak tau buat apa,1,pay so much tax and don't know what to do with it
"Jualan ya jualan aja men, kan penting pas ngomong bisa pake alasan yang menarik dan baru meski pake istilah buatan sendiri ??",Jualan ya jualan aja men kan penting pas ngomong bisa pake alasan yang menarik dan baru meski pake istilah buatan sendiri ,jualan ya jualan aja men kan penting pas ngomong bisa pake alasan yang menarik dan baru meski pake istilah buatan sendiri ,jualan ya jualan saja men kan penting pas mengomong bisa pakai alasan yang menarik dan baru meski pakai istilah buatan sendiri,0,"Selling is just selling, it's important when you speak, you can use interesting and new reasons, even if you use your own terms"
Masih setia sama redmi ??,Masih setia sama redmi ,masih setia sama redmi ,masih setia sama redmi,0,still loyal to Redmi
"kalo 60hz nya iphone aja setara 120hz android, ini 120hz nya iphone setara sama yang mana lagi??????",kalo 60hz nya iphone aja setara 120hz android ini 120hz nya iphone setara sama yang mana lagi,kalo 60hz nya iphone aja setara 120hz android ini 120hz nya iphone setara sama yang mana lagi,kalau 60hz ya iphone saja setara 120hz android ini 120hz ya iphone setara sama yang mana lagi,2,"if it's 60hz, the iPhone is equivalent to 120hz, the Android is 120hz, which is the same as the iPhone?"
ini video lama ga sih,ini video lama ga sih,ini video lama ga sih,ini video lama tidak sih,1,Isn't this an old video?
Warna btc itu bang??,Warna btc itu bang,warna btc itu bang,warna btc itu abang,1,btc color bro
iPhone cuma jago di iklan ??,iPhone cuma jago di iklan ,iphone cuma jago di iklan ,iphone cuma jago di iklan,0,iPhones are just good at advertising
iPoco 17 Pro Max,iPoco 17 Pro Max,ipoco 17 pro max,ipoco 17 pro max,0,ipoco 17 pro max
ijo miskin wkwkwk  spontan tpi kocak wkwk,ijo miskin wkwkwk  spontan tpi kocak wkwk,ijo miskin wkwkwk  spontan tpi kocak wkwk,ijo miskin wkwkwk spontan tapi kocak wkwk,1,Ijo is poor hahaha spontaneous but hilarious hahaha
itu warna hp ijo matcha bang,itu warna hp ijo matcha bang,itu warna hp ijo matcha bang,itu warna hp ijo matcha abang,1,"That's the color of my cellphone green matcha, bro"
Poco 17 Pro <i>????</i>,Poco 17 Pro ,poco 17 pro ,poco 17 pro,0,bit 17 pro
Poco 17 pro ????,Poco 17 pro ,poco 17 pro ,poco 17 pro,0,bit 17 pro
Poco 17 pro ??,Poco 17 pro ,poco 17 pro ,poco 17 pro,0,bit 17 pro
Poco 17 pro,Poco 17 pro,poco 17 pro,poco 17 pro,0,bit 17 pro
Nonton ah kali aja kebeli,Nonton ah kali aja kebeli,nonton ah kali aja kebeli,menonton ah kali saja kebeli,1,just watch it and buy it
lama ga nonton chanel ini baru sadar pas klik link pembelian kabel ko ke toko yg warnanya sama ky yg 17pro bkn ky warna kabel yg difoto kamera tele.,lama ga nonton chanel ini baru sadar pas klik link pembelian kabel ko ke toko yg warnanya sama ky yg 17pro bkn ky warna kabel yg difoto kamera tele,lama ga nonton chanel ini baru sadar pas klik link pembelian kabel ko ke toko yg warnanya sama ky yg 17pro bkn ky warna kabel yg difoto kamera tele,lama tidak menonton chanel ini baru sadar pas klik link pembelian kabel kok ke toko yang warnanya sama kaya yang 17pro bukan kaya warna kabel yang difoto kamera tele,1,"I haven't watched this channel for a long time, then I realized that when I clicked on the link to buy the cable, it went to a shop where the color was the same as the 17pro, not like the color of the cable photographed by the telephoto camera."
"<b><i>Pantesan sahamnya turun, David aja ketawa Bjir...</i></b>",Pantesan sahamnya turun David aja ketawa Bjir,pantesan sahamnya turun david aja ketawa bjir,pantesan sahamnya turun david saja ketawa bjir,0,pantesan sahamnya turun david saja ketawa bjir
masih setia sama 15 promax,masih setia sama 15 promax,masih setia sama 15 promax,masih setia sama 15 promax,0,masih setia sama 15 promax
Baru kli ini aku nggak like vidio di channel ini,Baru kli ini aku nggak like vidio di channel ini,baru kli ini aku nggak like vidio di channel ini,baru kali ini aku tidak like vidio di channel ini,0,This is the first time I don't like a video on this channel
"Baru beli yg 17 nanti pasti bntr lagi keluar lagi yg 18 ,gitu gitu aja Sampek Naruto jenggotan ????",Baru beli yg 17 nanti pasti bntr lagi keluar lagi yg 18 gitu gitu aja Sampek Naruto jenggotan ,baru beli yg 17 nanti pasti bntr lagi keluar lagi yg 18 gitu gitu aja sampek naruto jenggotan ,baru beli yang 17 nanti pasti bentar lagi keluar lagi yang 18 begitu begitu saja sampai naruto jenggotan,0,"Just buy the 17 and the 18 will come out soon, just like that until Naruto has a beard"
"Ini yang aku tunggu2, unboxing gadget in",Ini yang aku tunggu2 unboxing gadget in,ini yang aku tunggu2 unboxing gadget in,ini yang aku unboxing gadget ini,2,This is what I unboxed this gadget
Akhirnya POCO 17 MUNCUL,Akhirnya POCO 17 MUNCUL,akhirnya poco 17 muncul,akhirnya poco 17 muncul,0,finally poco 17 appeared
Liat iphone 17 minder gue masih pake 13 pro max ... Gpp yang penting dulu belinya lunas kaga cicilan ??,Liat iphone 17 minder gue masih pake 13 pro max  Gpp yang penting dulu belinya lunas kaga cicilan ,liat iphone 17 minder gue masih pake 13 pro max  gpp yang penting dulu belinya lunas kaga cicilan ,lihat iphone 17 minder gue masih pakai 13 pro max yang penting dulu belinya lunas kagak cicilan,1,"Look at the iPhone 17 minder, I'm still using the 13 Pro Max, the important thing is to pay off the purchase first, not in installments"
Ketika menontom 2 bapak2 membicarakan Teknologi terasa lebih menyenangkan dari pada beberapa anak muda yang membicarakan hal yang sama ??,Ketika menontom 2 bapak2 membicarakan Teknologi terasa lebih menyenangkan dari pada beberapa anak muda yang membicarakan hal yang sama ,ketika menontom 2 bapak2 membicarakan teknologi terasa lebih menyenangkan dari pada beberapa anak muda yang membicarakan hal yang sama ,ketika menontom 2 bapak2 membicarakan teknologi terasa lebih menyenangkan dari pada beberapa anak muda yang membicarakan hal yang sama,2,When watching two gentlemen talk about technology it feels more fun than several young people talking about the same thing
"Hp yg lagi di pengen adekku, sebagai tim android diri ini duduk manis aja sambil liat review??",Hp yg lagi di pengen adekku sebagai tim android diri ini duduk manis aja sambil liat review,hp yg lagi di pengen adekku sebagai tim android diri ini duduk manis aja sambil liat review,hp yang lagi di pengin adekku sebagai tim android diri ini duduk manis saja sambil lihat review,1,hp yang lagi di pengin adekku sebagai tim android diri ini duduk manis saja sambil lihat review
Auto landscape untuk video saja. Fyi,Auto landscape untuk video saja Fyi,auto landscape untuk video saja fyi,auto landscape untuk video saja fyi,1,auto landscape for video only FYI
Huawei punya kualitas dan ekosistem yang bagus<br>Sayang gak bisa pakai kalau di indo,Huawei punya kualitas dan ekosistem yang bagusSayang gak bisa pakai kalau di indo,huawei punya kualitas dan ekosistem yang bagussayang gak bisa pakai kalau di indo,huawei punya kualitas dan ekosistem yang bagussayang tidak bisa pakai kalau di indonesia,1,"Huawei has good quality and ecosystem, unfortunately it can't be used in Indonesia"
Biasa ajj..  sebagai user redmi 4x melihat ini,Biasa ajj  sebagai user redmi 4x melihat ini,biasa ajj  sebagai user redmi 4x melihat ini,biasa saja sebagai user redmi 4x melihat ini,0,It's normal as a Redmi 4x user to see this
"Seri basic tinggal upgrade sensor ke 1/1.28 kaya seri pro udah sempurna<br>Layar, baterai, kamera perfect",Seri basic tinggal upgrade sensor ke 1128 kaya seri pro udah sempurnaLayar baterai kamera perfect,seri basic tinggal upgrade sensor ke 1128 kaya seri pro udah sempurnalayar baterai kamera perfect,seri basic tinggal upgrade sensor ke 1128 kayak seri pro sudah sempurnalayar baterai kamera perfect,2,"the basic series just needs to upgrade the sensor to 1128 like the pro series, it's perfect, the camera battery screen is perfect"
senen pagi sarapan 17 doooong ??????,senen pagi sarapan 17 doooong ,senen pagi sarapan 17 doooong ,senen pagi sarapan 17 doooong,1,Monday morning breakfast 17 doooong
poco 17 pro max????,poco 17 pro max,poco 17 pro max,poco 17 pro max,0,bit 17 pro max
Masih setia pake 15pro,Masih setia pake 15pro,masih setia pake 15pro,masih setia pakai 15pro,0,still faithfully using 15pro
Ijo?,Ijo,ijo,ijo,1,congregation
Ijo bolu pandan,Ijo bolu pandan,ijo bolu pandan,ijo bolu pandan,0,ijo bolu pandan
Ijo sagne ?,Ijo sagne ,ijo sagne ,ijo sagne,0,let's go
Tim nonton doang ??,Tim nonton doang ,tim nonton doang ,tim menonton doang,1,The team is just watching
Akhirnya unboxing Poco 17,Akhirnya unboxing Poco 17,akhirnya unboxing poco 17,akhirnya unboxing poco 17,0,finally unboxing poco 17
Poco m4 pro,Poco m4 pro,poco m4 pro,poco m4 pro,0,poco m4 pro
poco x7 pro ??,poco x7 pro ,poco x7 pro ,poco x7 pro,0,poco x7 pro
